64,2,mobile phone,12,17,55,80
64,3,South Island,12,18,44,85
64,4,Wellington,12,17,55,80
64,6,Lower North Island,12,17,55,80
64,7,Central North Island,12,17,55,80
64,9,Auckland upper North Isl,12,17,55,80

